20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	1320 	1320 	1320 	120 	120 	120 	120 	1320 	1320 	1320 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	1320 	120 	120 	1320 	1320 	1320 	1320 	120 	120 	1320 	20 	1320 	120 	120 	1320 	1320 	1320 	1320 	120 	120 	1320 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	1320 	1320 	1320 	120 	120 	120 	120 	1320 	1320 	1320 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	
1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	120 	110 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	
120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	
120 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	120 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	
1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	11 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	3 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	
120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	55 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	55 	55 	120 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	55 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	5 	120 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	120 	1320 	1320 	55 	1320 	1320 	1320 	55 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	55 	120 	1320 	1320 	1320 	120 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	120 	1320 	1320 	55 	1320 	1320 	55 	1320 	1320 	120 	1320 	120 	55 	55 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	5 	1320 	1320 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	55 	55 	120 	
20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	20 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	3 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	
120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	
1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	5 	1320 	1320 	1320 	120 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	120 	1320 	1320 	55 	1320 	1320 	55 	1320 	1320 	120 	1320 	1320 	55 	1320 	1320 	1320 	55 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	120 	55 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	120 	55 	1320 	1320 	1320 	1320 	55 	120 	
1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	11 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	
120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	5 	1320 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	55 	1320 	55 	1320 	120 	1320 	1320 	120 	55 	55 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	120 	120 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	120 	120 	1320 	1320 	55 	1320 	1320 	1320 	55 	1320 	1320 	
120 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	20 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	20 	120 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	120 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	4 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	20 	120 	1320 	1320 	120 	1320 	1320 	120 	1320 	1320 	120 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	
120 	1320 	1320 	55 	1320 	1320 	1320 	55 	1320 	1320 	120 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	120 	120 	1320 	1320 	55 	1320 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	55 	55 	1320 	1320 	1320 	120 	1320 	55 	1320 	55 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	110 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	1320 	5 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	
1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	55 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	11 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	120 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	120 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	
1320 	120 	55 	1320 	1320 	1320 	1320 	55 	120 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	1320 	1320 	120 	55 	1320 	1320 	1320 	1320 	55 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	55 	1320 	1320 	1320 	55 	120 	1320 	120 	1320 	1320 	55 	1320 	1320 	55 	1320 	1320 	120 	1320 	120 	1320 	1320 	110 	1320 	1320 	110 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	5 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	110 	1320 	1320 	1320 	1320 	110 	120 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	22 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	
120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	1320 	1320 	120 	1320 	110 	1320 	110 	1320 	120 	1320 	1320 	120 	110 	110 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	110 	1320 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	10 	1320 	120 	120 	1320 	1320 	110 	1320 	1320 	1320 	110 	1320 	1320 	
120 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	6 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	1320 	120 	1320 	120 	1320 	1320 	1320 	120 	1320 	120 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	120 	120 	120 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	3 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	1320 	1320 	1320 	120 	120 	1320 	1320 	
1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	12 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	1320 	
